Timestamp,Voltage (V),Current (A),Power Consumption (kW),Reactive Power (kVAR),Power Factor,Solar Power (kW),Wind Power (kW),Grid Supply (kW),Voltage Fluctuation (%),Overload Condition,Transformer Fault,Temperature (°C),Humidity (%),Electricity Price (USD/kWh),Predicted Load (kW)
1/1/2024 11:15,226.400779,43.08252145,9.753916416,1.284079086,0.969341173,25.4191028,16.8880144,0,-1.211126237,0,0,21.75330768,71.99007256,0.365677794,10.0956542
1/1/2024 11:30,227.6968061,9.531685286,2.170334297,0.487206668,0.977725068,35.25446494,9.041731116,0,2.236970862,0,0,31.84472637,63.77852581,0.472356015,2.067392745
1/1/2024 11:45,235.2856111,47.49627197,11.17518938,1.197153857,0.802213949,23.75146465,4.627561864,0,0.861779953,0,0,23.92513139,74.25691795,0.4428394,11.71883429
1/1/2024 12:00,231.7180914,18.88656668,4.376359186,1.524269558,0.949440051,23.2385733,29.44088095,0,-4.886691838,0,0,17.19725881,29.56879613,0.332283217,4.247546256
1/1/2024 12:15,221.1847992,5.654103323,1.250601708,0.128142006,0.829291539,31.04583533,23.77202343,0,0.568033406,0,0,14.52739219,78.43834716,0.174542895,1.194459202
1/1/2024 12:30,231.6204198,16.39200106,3.796722167,0.824471776,0.906971332,35.76912686,4.271253418,0,0.32519203,0,0,20.78363169,62.29794948,0.327162625,3.668042062
1/1/2024 12:45,228.0745886,8.134682925,1.855314461,0.687993191,0.874248511,43.97111274,27.77347071,0,-0.851584095,0,0,28.42041148,29.92413334,0.1207918,1.898833525
1/1/2024 13:00,226.61539,30.48716057,6.908859783,1.900007388,0.84481101,35.14883664,0.253906932,0,-3.23340493,0,0,32.56536483,39.59790071,0.378692022,6.738324671
1/1/2024 13:15,233.0583814,19.23463074,4.482791908,1.527964565,0.8606187,45.07013976,28.01723917,0,-0.904599793,0,0,16.22307866,36.68780021,0.221509253,4.627929837
1/1/2024 13:30,235.1549976,41.30944763,9.714123058,1.364727844,0.852171723,11.54375515,24.7472725,0,0.964343961,0,0,28.55818044,78.93060664,0.16066834,9.85870017
1/1/2024 13:45,234.6564006,37.96812897,8.90946448,1.19748995,0.845366659,13.06499233,11.03005533,0,1.352250534,0,0,22.55145376,76.64852129,0.180953456,8.833309383
1/1/2024 14:00,225.8039124,26.08684068,5.890510687,1.215317174,0.930242025,11.68859385,2.489486091,0,3.619886141,0,0,34.39623809,76.49972332,0.224575819,5.694023262
1/1/2024 14:15,228.4539381,30.22707249,6.905493748,2.085005523,0.869166679,5.220176041,24.57563468,0,-3.963559016,0,0,26.98353522,74.92601518,0.279438914,6.93195704
1/1/2024 14:30,231.6563172,32.39463204,7.504421155,1.11813688,0.978806522,29.36607642,29.57549333,0,0.725124888,0,1,39.21984824,44.82107407,0.332466128,7.350739029
1/1/2024 14:45,234.8777256,17.18171093,4.035601186,0.482916803,0.908055748,19.66650224,20.1093496,0,4.422532859,1,0,30.25783573,49.61082972,0.113371144,3.946947707
1/1/2024 15:00,227.6041288,11.27193679,2.565539354,1.00761301,0.903656303,30.24811483,5.676696065,0,-0.748102083,0,0,11.24241698,25.79904072,0.238604383,2.530136534
1/1/2024 15:15,229.0717051,21.94334672,5.02659985,0.94115214,0.984841512,26.19974692,9.315559783,0,0.475660285,0,0,15.6382062,51.69049689,0.210413958,5.152442631
1/1/2024 15:30,224.4683251,9.268589575,2.080504778,0.59777261,0.975568908,28.87055455,12.60982925,0,4.10322519,0,0,13.52502533,24.31292044,0.251071039,2.160663885
1/1/2024 15:45,224.0189669,19.16885189,4.294186397,1.27908415,0.805711284,17.66775994,8.855794608,0,-2.513525468,0,0,27.37809645,57.66218384,0.324635978,4.4759313
1/1/2024 16:00,234.0626291,29.86709723,6.990771303,0.780121664,0.921747772,9.960727558,17.28644293,0,-0.595502841,1,0,10.30196518,39.99838438,0.48112775,6.814182972
1/1/2024 16:15,236.7812001,29.30506359,6.938888126,1.87190763,0.921417768,34.16561284,24.97607495,0,-1.77299709,0,0,34.54798417,56.67711749,0.377084068,6.964585496
1/1/2024 16:30,229.6399494,10.42760185,2.394593961,0.383353219,0.984867345,35.42154342,21.19264633,0,-2.481381048,0,0,12.16752311,29.12591508,0.480309625,2.459188432
1/1/2024 16:45,235.0176645,5.3752595,1.263280934,0.160390461,0.942670686,46.63234279,14.92330121,0,-0.272950139,0,0,31.76730605,46.35422659,0.393456722,1.280009031
1/1/2024 17:00,231.8081801,9.002460287,2.086843936,0.457170802,0.889504944,13.02130039,25.44615851,0,-4.801001996,0,0,18.04792947,52.42761108,0.398821929,2.080868935
1/1/2024 17:15,226.7744012,6.626751888,1.502777691,0.507715565,0.810801761,41.84520739,28.12110096,0,2.49849025,0,0,24.01044174,44.82631295,0.123054998,1.527407261
1/1/2024 17:30,231.806978,23.02110002,5.336451627,2.085040151,0.817158808,1.576372474,2.123537677,1.636541476,0.113607479,0,0,11.62224948,71.8112312,0.370787028,5.129394782
1/1/2024 17:45,237.6901828,22.53875838,5.3572416,1.331358805,0.893225003,2.279611136,4.731243886,0,3.20570904,0,0,26.79613784,59.76808665,0.136215311,5.617963316
1/1/2024 18:00,229.8208698,15.87269144,3.647875753,1.33601761,0.996704727,32.61487714,19.88517631,0,0.774352925,0,0,23.59946893,47.04060375,0.474033744,3.734541601
1/1/2024 18:15,237.8232183,14.69500068,3.494812356,1.340456242,0.998267093,8.48224386,24.9334012,0,2.324284338,0,0,13.94172229,23.16676179,0.294866532,3.64310593
1/1/2024 18:30,216.9012745,22.83889624,4.953785702,1.1536445,0.895487439,12.75081078,18.72236703,0,-0.137037409,0,0,24.16171187,25.26307969,0.231776896,4.863966739
1/1/2024 18:45,234.1095125,8.89581102,2.082593981,0.299079126,0.976801213,43.49240948,6.611847517,0,2.631373444,1,0,25.09590166,48.55991342,0.320817192,2.034980765
1/1/2024 19:00,230.4352353,14.64391062,3.374472991,0.651379445,0.842509121,31.7086592,15.9047611,0,-2.865018267,0,0,12.19623931,50.31530209,0.332946045,3.443610715
1/1/2024 19:15,228.5049632,23.25613572,5.314142438,1.149249351,0.862685082,41.98479806,3.554443265,0,-4.763389009,0,0,12.93798374,56.74682351,0.416246009,5.215353849
1/1/2024 19:30,230.4588039,9.267346141,2.135741507,0.504800968,0.876379033,22.61551203,15.50255242,0,-2.083485698,0,0,22.45344339,54.99019185,0.232181958,2.120624269
1/1/2024 19:45,220.0621554,42.83661528,9.426717889,2.765801118,0.939805749,36.87133856,5.626277963,0,0.090595918,0,0,21.95781959,57.63495846,0.235967883,9.252747955
1/1/2024 20:00,228.9016406,35.42083241,8.107886648,2.380162134,0.964860117,15.0886994,6.649925794,0,-2.716317726,0,0,31.02349826,27.75565007,0.428418208,8.094161949
1/1/2024 20:15,231.7855629,22.2403662,5.154995797,1.355642629,0.878410435,7.956560964,16.63866289,0,0.60517649,0,0,12.32399304,27.56778818,0.279045028,5.138910963
1/1/2024 20:30,237.3894702,11.76792392,2.793581224,0.470696748,0.893188924,10.37582883,18.21458284,0,1.828274947,0,0,30.75237662,75.90045687,0.141196642,2.797529168
1/1/2024 20:45,227.4086489,13.73842903,3.124237585,0.653090463,0.814889766,46.21332857,5.025971304,0,4.341779158,0,0,31.83778038,48.21336833,0.358753416,3.04623789
1/1/2024 21:00,225.957532,10.40403131,2.350869238,0.526669552,0.855674106,28.82331892,15.76221831,0,-4.924050079,0,0,33.24605783,39.13004994,0.119977074,2.468263452
1/1/2024 21:15,227.4912148,12.20377223,2.776250969,0.83042946,0.960964254,10.27056557,26.21880833,0,4.523659564,0,0,29.95056612,28.94665762,0.423969415,2.725065245
1/1/2024 21:30,234.5770106,24.01313625,5.632929717,0.802353247,0.808306635,9.775802418,6.009812131,0,0.982268514,0,0,37.48024257,45.54331086,0.36114436,5.482352169
1/1/2024 21:45,231.6437555,16.05490994,3.719019633,0.641499141,0.951046531,32.83550428,10.9038453,0,-1.923145703,0,0,36.36831813,31.82515588,0.292741812,3.839420636
1/1/2024 22:00,227.351199,44.80603146,10.18670497,1.886165356,0.901469262,32.58298022,13.8717508,0,0.00638053,0,0,32.12243714,68.62329922,0.466444002,10.17436272
1/1/2024 22:15,232.5663372,48.24179285,11.21941706,2.866682334,0.854125224,38.6563569,5.136143352,0,-2.484791774,0,0,14.70128797,46.63697228,0.486464173,11.45921053
1/1/2024 22:30,230.4853877,36.11142696,8.323156244,2.723749509,0.893556792,39.0674877,4.096215374,0,-4.181381265,0,0,29.66660499,78.1509355,0.106246972,8.658965635
1/1/2024 22:45,234.843225,41.39424993,9.721159147,3.434518631,0.890186467,5.487757718,26.35949154,0,1.561769317,0,0,38.97717619,69.91859855,0.292591793,9.684606428
1/1/2024 23:00,226.4897345,16.4803791,3.732636688,1.204536283,0.995133825,6.553010053,22.65548962,0,-0.360808227,0,0,33.44090571,59.11955425,0.311296912,3.609648049
1/1/2024 23:15,228.3616893,34.92607884,7.975778363,2.587745768,0.94066557,19.68742836,2.09101452,0,1.078355108,0,0,26.37055601,59.42357203,0.239053877,8.061200577
1/1/2024 23:30,228.0394592,7.609939382,1.735366462,0.298925907,0.88258074,42.55638291,3.604184859,0,-2.805818037,0,0,17.33159581,79.63360723,0.429976412,1.720229799
1/1/2024 23:45,222.6824253,48.20972384,10.73545823,3.923187997,0.986835537,0.851973645,22.55971079,0,-0.342653531,0,0,36.39387124,54.01943912,0.110348301,10.83455172
1/2/2024 0:00,231.4806014,35.15931344,8.138699019,0.942211562,0.983864734,40.17768226,18.62401365,0,-1.048875277,0,0,33.53193639,59.61094464,0.254394283,8.139288017
1/2/2024 0:15,231.3052764,19.25830272,4.454547032,1.167413374,0.902269789,4.371860077,14.93999416,0,1.87961855,0,0,17.65356816,29.40115646,0.222162354,4.431821294
1/2/2024 0:30,230.0255673,39.78687015,9.151997376,1.157992743,0.987712684,38.64209874,17.55802279,0,-3.268944839,0,0,32.37275064,39.99135894,0.486402039,9.402921791
1/2/2024 0:45,228.8270643,5.710975214,1.306825693,0.366254635,0.922906645,6.374046376,1.041651612,0,2.849292194,0,0,30.446266,39.84591984,0.169093599,1.337720452
1/2/2024 1:00,222.9231463,21.93063059,4.888845172,0.558242765,0.945643313,46.71331524,8.000566685,0,-4.929209372,0,0,11.11167468,31.59328019,0.231799666,4.827710329
1/2/2024 1:15,227.8967734,45.30459933,10.32477201,3.017624976,0.893268784,32.51706908,20.46830519,0,4.326820133,0,0,34.40017954,37.1738049,0.267141672,10.40435887
1/2/2024 1:30,228.2864274,16.84398034,3.845252095,0.423380613,0.924860574,29.86072432,11.10325865,0,-3.479098187,0,0,20.89353492,34.03813487,0.328774939,3.794416825
1/2/2024 1:45,225.9886137,35.05614404,7.922289392,1.184655702,0.878628678,48.44984092,0.586079638,0,1.826598014,0,0,17.95105213,66.14039384,0.130282149,8.061510088
1/2/2024 2:00,229.1935714,21.20466571,4.859973065,1.584420365,0.831181746,33.85220295,27.80258727,0,-2.83498689,0,0,20.04677074,29.47267767,0.175566558,5.006115643
1/2/2024 2:15,232.0202543,22.65639511,5.256742554,1.003130763,0.871108341,27.33885182,26.79012894,0,-1.680729145,0,1,18.72721394,60.48120175,0.179525762,5.082123118
1/2/2024 2:30,239.4309295,38.56716726,9.234172705,3.372663648,0.878564536,49.5646824,24.82203053,0,-2.042600277,1,0,30.20137222,25.1612318,0.14133905,9.250175573
1/2/2024 2:45,230.8728891,45.95926992,10.61074943,1.373441162,0.954957449,41.50000885,3.350711821,0,1.226285874,0,0,18.7322898,49.36954143,0.492699006,10.93006807
1/2/2024 3:00,231.287752,12.50233353,2.891636617,0.749411309,0.880322235,42.70000037,2.4383843,0,4.504154487,0,0,26.38707645,39.54648555,0.24661235,2.820675485
1/2/2024 3:15,229.6277704,17.46014489,4.009334143,1.514480263,0.894665143,21.00693932,14.56775805,0,3.319602535,0,0,27.98876515,79.37897398,0.45751688,3.903371405
1/2/2024 3:30,220.4061439,26.95033322,5.940019022,1.330227454,0.95206745,0.551349284,1.309101937,4.079567801,-2.771195251,0,0,15.85739004,58.80227104,0.210377744,5.645475174
1/2/2024 3:45,229.8674306,32.62172297,7.498671641,1.487245224,0.907100804,27.05036798,1.044119966,0,-0.23208558,0,0,36.35382289,41.38544442,0.203809663,7.278822604
1/2/2024 4:00,230.301151,26.05042008,5.999441729,2.338547865,0.868859888,29.99047269,5.038210907,0,0.484305816,0,0,16.12372089,74.65843086,0.227439769,6.233074339
1/2/2024 4:15,242.3162106,41.24879127,9.995250791,2.271534454,0.801471498,0.98754259,20.46829749,0,-4.13594859,0,0,20.48060488,21.23446436,0.270367571,10.44350829
1/2/2024 4:30,229.0381952,39.56426981,9.06172895,2.805978955,0.949288083,21.7396374,10.46855215,0,-0.426703283,0,0,37.71824847,33.32911441,0.23232493,9.485597001
1/2/2024 4:45,231.5077367,23.23593149,5.37929791,2.022519339,0.984277919,17.2730787,20.33346883,0,4.203256329,0,0,18.11614608,65.50828204,0.128005875,5.284496506
1/2/2024 5:00,229.8264412,6.82753427,1.569147903,0.161985908,0.801088953,19.18132538,10.81038352,0,4.262680345,0,0,27.10744671,25.29349113,0.357968569,1.552405335
1/2/2024 5:15,224.1566098,13.75233705,3.082677249,0.834809908,0.933384506,35.62058031,16.80589637,0,1.949779437,0,0,12.48258118,69.95231967,0.263496592,3.154382393
1/2/2024 5:30,235.7141141,26.91286921,6.343743124,1.992151128,0.902599499,39.13127368,19.37038428,0,-3.058916282,0,0,14.91016172,30.2171148,0.352237969,6.563712467
1/2/2024 5:45,233.7596652,46.73811905,10.92548706,2.465855949,0.965977973,48.23439948,10.50382644,0,4.628583152,0,0,23.72911467,38.62641893,0.18681961,11.03312946
1/2/2024 6:00,233.9551597,30.54062691,7.145137247,2.156978391,0.833459457,30.91059676,6.107228358,0,3.540466576,0,0,11.51667801,53.55331061,0.22949483,6.900706191
1/2/2024 6:15,225.4530627,28.86777079,6.508327339,2.225359193,0.870586085,40.80835817,4.780030047,0,-3.749035393,0,0,25.7186252,64.64107235,0.485477788,6.362620855
1/2/2024 6:30,237.0139716,37.57865195,8.906665544,1.733916097,0.818806222,14.55316278,5.659059,0,-2.658405289,0,0,34.10263534,20.39184114,0.140676174,8.612623902
1/2/2024 6:45,222.9907447,11.85327267,2.643170099,0.520541262,0.854251525,6.573113035,20.42573712,0,-3.253872447,0,0,39.80470988,62.17172689,0.262718658,2.736149923
1/2/2024 7:00,232.9342855,11.61133107,2.704677105,0.341682065,0.895963269,26.12150601,12.65912254,0,-0.489203996,0,0,37.62078241,46.82553935,0.33435116,2.635021673
1/2/2024 7:15,240.9522781,20.54278285,4.949830327,1.913140827,0.983652816,24.21948562,5.776679426,0,-2.558671102,0,0,32.69579599,43.48413418,0.177388179,5.054968495
1/2/2024 7:30,225.0473184,49.76836842,11.20023785,1.230686681,0.841681721,35.76469306,20.14543891,0,-1.099238574,1,0,27.3289854,46.07447297,0.346347827,11.08263212
1/2/2024 7:45,227.1685114,44.41738246,10.09023065,2.433939624,0.938009888,19.1291882,3.592314463,0,2.999521907,0,0,25.16854502,42.41281754,0.282106068,9.601508568
1/2/2024 8:00,230.4982568,35.60512552,8.206919366,2.132627251,0.941458591,10.02334521,17.08936777,0,2.231638521,0,0,24.19238023,62.33393733,0.151344289,7.912992981
1/2/2024 8:15,227.4826217,22.60197153,5.14155574,0.731741574,0.824028515,22.66949033,9.45353698,0,0.726416903,0,0,38.07904417,33.60059742,0.313392538,4.899908541
1/2/2024 8:30,222.2466828,29.96032798,6.658583511,1.644775727,0.995065934,26.204452,6.060609834,0,-1.873053359,0,0,34.01487659,23.35236933,0.416480374,6.67756859
1/2/2024 8:45,230.3428149,18.65993531,4.298182024,0.809864899,0.834223755,29.10801132,16.96733788,0,-1.049709259,0,0,12.56708075,75.66397556,0.367206082,4.425779685
1/2/2024 9:00,224.6884814,35.34381555,7.941348244,2.706151878,0.811285332,29.02666749,23.69181379,0,-0.362627914,0,0,17.985278,76.36127968,0.112706572,8.133119688
1/2/2024 9:15,232.3679622,23.84805477,5.541523888,1.92257265,0.993517239,33.84287888,19.87796439,0,-3.370170394,0,0,17.51412694,28.89458307,0.217986859,5.505288329
1/2/2024 9:30,225.4028788,10.40971524,2.346379783,0.539278697,0.875246832,4.890691024,24.36904028,0,2.625592883,0,0,39.308188,27.59650715,0.236640944,2.312909204
1/2/2024 9:45,237.749672,14.67895793,3.489917435,0.803896177,0.857472394,28.80432745,20.35243275,0,0.824747337,1,0,36.05542629,50.46280589,0.478585167,3.551229495
1/2/2024 10:00,226.0837335,32.39117561,7.323117916,0.899051707,0.858347742,47.49975516,4.452525455,0,-2.907327013,0,0,25.01941147,20.89248531,0.15477506,7.248021309
1/2/2024 10:15,228.3896924,36.25541162,8.280362309,1.715222326,0.802907823,36.2196601,1.09227362,0,-2.669745122,0,0,18.33792975,28.47999187,0.319606284,8.648236585
1/2/2024 10:30,234.0675861,9.320974909,2.181738097,0.483659792,0.93433654,40.27441142,1.760350836,0,-0.918752441,0,0,35.92026862,77.58846774,0.387856757,2.093314128
1/2/2024 10:45,223.8456784,41.37534397,9.26169194,2.16712879,0.952248684,1.135126564,20.95554053,0,-0.779003999,0,1,22.44461737,58.86390543,0.426664195,9.7025244
1/2/2024 11:00,231.1372997,42.09563237,9.729870793,2.294999213,0.888877611,15.46869864,27.16595436,0,-4.703954397,0,0,11.70631719,29.29746008,0.437281399,9.486899681
1/2/2024 11:15,236.5357138,37.53868614,8.879239921,1.133473261,0.842866281,21.9054288,1.937287076,0,1.275499245,0,0,24.35627677,50.86030183,0.166790811,8.580157176
1/2/2024 11:30,221.9625838,35.76148405,7.937711401,1.182151229,0.890212794,49.64353069,15.75206068,0,4.247511342,0,0,10.82178166,50.2042613,0.317987789,8.022734226
1/2/2024 11:45,230.9231693,15.43408637,3.56408814,0.820318058,0.988386322,16.16871899,7.794536726,0,4.140188845,0,0,39.1653874,45.81664676,0.431108309,3.68576304
1/2/2024 12:00,231.299414,46.38298831,10.72835801,2.290647228,0.832289804,46.68695425,21.80021037,0,2.305733192,0,0,31.6610268,72.91935307,0.430400529,10.23099345
1/2/2024 12:15,233.9091144,17.08580998,3.996526681,0.570396488,0.813476446,11.82055778,2.076742604,0,0.412291873,0,0,28.94348183,68.85622821,0.445322196,3.880648479
1/2/2024 12:30,223.8152464,13.21270877,2.957205669,0.871185486,0.871463042,27.53325041,20.54526198,0,-4.789746794,0,0,10.73061875,26.99914616,0.47705985,3.025094971
1/2/2024 12:45,223.3977169,33.73403165,7.536105654,1.019574478,0.981264412,8.908771883,27.40940488,0,0.113878252,0,0,30.32933808,49.99139738,0.224883905,7.792365857
1/2/2024 13:00,232.6097078,21.38469327,4.974287254,0.505160862,0.874138594,7.470502086,9.103339082,0,2.446524979,0,0,27.72312847,45.30162714,0.33218667,4.87898151
1/2/2024 13:15,231.4849234,46.98626381,10.87661168,3.08659227,0.944673615,1.651045714,11.52283619,0,0.394039421,0,0,27.86033605,57.34033876,0.219616916,10.92189914
1/2/2024 13:30,231.2524643,25.71123238,5.945785847,0.74220486,0.807543783,21.50148372,0.747536926,0,0.172382678,0,0,29.34863525,37.56772662,0.496573745,5.759667238
1/2/2024 13:45,231.732241,12.36733444,2.865910125,0.338567397,0.867721448,18.77026783,20.70458593,0,-4.41127636,0,0,18.11293446,34.63053606,0.421527363,2.811746821
1/2/2024 14:00,226.5998764,48.08878913,10.89691367,1.370025735,0.917134557,19.90406454,9.956750437,0,2.545011431,0,0,34.21837263,44.89737748,0.34380987,11.32175912
